#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
817,,3,"",9,6,1,Wide,1,"",34,2,Medium Impact,20,8,0,MiddleOrder,0,No,3,EndOvers,8,Yes,0,Male,Franchaise,2,Low,Low,Low,150,Medium,High,8.5,Medium,No Wickets,4,Low,Low,NaN,Low,Low,Medium
818,6,3,"",4,3,1,Wide,2,"",6,1,Less Impact,8,3,3,Frontline,5,No,8,MiddleOvers,6,Yes,1,Male,Franchaise,1,Low,Low,Low,133.3333333,Medium,Low,6,Low,Low,1,Low,Low,166.6666667,Medium,Medium,Low
819,2,1,"",54,26,11,Wide,2,"",27,W,Negative,9,3,4,Frontline,5,No,7,MiddleOvers,6,Yes,2,Male,Franchaise,-1,High,Medium,High,207.6923077,High,Medium,9,Medium,Low,3,Low,Low,125,Medium,Medium,Low
820,4,6,"",1,2,0,Wide,2,"",20,1,Less Impact,18,9,4,MiddleOrder,3,No,3,EndOvers,4,Yes,2,Male,Franchaise,1,Low,Low,Low,50,Low,Medium,6.666666667,Medium,Low,3,Low,Low,75,Low,Low,Low
821,12,6,"",4,7,0,Wide,1,"",13,1,Less Impact,3,1,17,Frontline,16,Yes,3,PowerPlay,4,No,0,Male,Franchaise,1,Low,Low,Low,57.14285714,Low,Medium,6.5,Medium,No Wickets,2,Low,Low,94.11764706,Low,Low,Low
822,8,3,"",19,18,2,Wide,1,"",4,4,High Impact,6,1,29,Frontline,38,Yes,5,PowerPlay,4,No,0,Male,Franchaise,4,Medium,Medium,Low,105.5555556,Medium,Low,4,Low,No Wickets,1,Low,Low,131.0344828,Medium,Low,Low
823,7,6,"",11,6,1,Wide,1,"",11,4,High Impact,9,2,9,Frontline,15,No,11,MiddleOvers,6,No,0,Male,Franchaise,4,Low,Low,Low,183.3333333,High,Medium,5.5,Low,No Wickets,2,Low,Low,166.6666667,Medium,High,Low
824,3,2,"",0,0,0,Wide,1,"",23,1,Less Impact,15,3,0,Frontline,0,No,9,EndOvers,12,Yes,2,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,7.666666667,Medium,Low,3,Low,Low,NaN,Low,Medium,High
825,6,2,"",0,3,0,Wide,2,"",1,4,High Impact,1,2,3,Frontline,0,Yes,,PowerPlay,1,Yes,1,Male,Franchaise,4,Low,Low,Low,0,Low,Low,1,Low,Low,1,Low,Low,0,Low,,Low
826,5,2,"",0,1,0,Wide,2,"",2,4,High Impact,2,4,0,Tailend,0,Yes,5,PowerPlay,2,Yes,2,Male,Franchaise,4,Low,Low,Low,0,Low,Low,2,Low,Low,1,Low,Low,NaN,Low,Low,Low
827,15,4,"",14,16,1,No,1,"",29,0,No Impact,17,6,35,Tailend,43,No,7,EndOvers,16,No,0,Male,Franchaise,0,Low,Medium,Low,87.5,Low,Medium,9.66666667,Medium,No Wickets,3,Medium,Medium,122.8571429,Medium,Medium,High
828,5,4,"",41,28,4,Wide,1,"",34,2,Medium Impact,18,6,41,Tailend,56,No,16,EndOvers,13,No,2,Male,Franchaise,2,Medium,Medium,Middle,146.4285714,Medium,High,8.5,Medium,Low,4,Medium,Medium,136.5853659,Medium,High,High
829,9,5,"",44,31,4,Wide,1,"",14,1,Less Impact,19,6,47,Tailend,62,No,15,EndOvers,4,No,1,Male,Franchaise,1,Medium,Medium,Middle,141.9354839,Medium,Medium,4.666666667,Low,Low,3,Medium,Medium,131.9148936,Medium,High,Low
830,7,2,"",1,3,0,Wide,2,"",4,W,Negative,1,1,5,Frontline,4,Yes,,PowerPlay,4,No,0,Male,Franchaise,-1,Low,Low,Low,33.33333333,Low,Low,4,Low,No Wickets,1,Low,Low,80,Low,,Low
831,11,1,"",8,7,1,Wide,2,"",7,0,No Impact,2,2,5,Frontline,7,Yes,4,PowerPlay,7,No,0,Male,Franchaise,0,Low,Low,Low,114.2857143,Medium,Low,7,Medium,No Wickets,1,Low,Low,140,Medium,Low,Medium
832,4,6,"",0,0,0,Wide,2,"",15,0,No Impact,3,3,0,Frontline,1,Yes,7,PowerPlay,11,Yes,2,Male,Franchaise,0,Low,Low,Low,NaN,Low,Medium,7.5,Medium,Low,2,Low,Low,Infinity,High,Medium,High
833,8,2,"",25,20,4,Wide,2,"",3,2,Medium Impact,10,4,32,Tailend,34,No,9,MiddleOvers,3,No,0,Male,Franchaise,2,Medium,Medium,Middle,125,Medium,Low,3,Low,No Wickets,1,Medium,Low,106.25,Medium,Medium,Low
834,6,6,N,47,38,6,No,2,Y,10,4,High Impact,16,4,68,Tailend,89,No,12,EndOvers,5,No,0,Male,Franchaise,4,High,Medium,Middle,123.6842105,Medium,Low,5,Low,No Wickets,2,High,High,130.8823529,Medium,High,Low
835,6,2,"",51,41,6,Wide,2,"",21,2,Medium Impact,18,5,4,Tailend,7,No,6,EndOvers,7,Yes,0,Male,Franchaise,2,High,High,High,124.3902439,Medium,Medium,7,Medium,No Wickets,3,Low,Low,175,Medium,Low,Medium
836,8,3,"",76,39,12,Wide,1,"",13,0,No Impact,12,2,68,Frontline,131,No,15,MiddleOvers,13,No,0,Male,Franchaise,0,High,Medium,High,194.8717949,High,Medium,13,High,No Wickets,1,High,High,192.6470588,High,High,High
837,8,2,"",1,1,0,Wide,1,"",30,1,Less Impact,18,6,2,Tailend,2,No,8,EndOvers,6,Yes,1,Male,Franchaise,1,Low,Low,Low,100,Low,Medium,10,Medium,Low,3,Low,Low,100,Low,Medium,Low
838,5,3,"",0,1,0,Wide,2,"",6,0,No Impact,2,3,1,Frontline,1,Yes,6,PowerPlay,6,Yes,1,Male,Franchaise,0,Low,Low,Low,0,Low,Low,6,Low,Low,1,Low,Low,100,Low,Low,Low
839,11,3,"",0,2,0,Wide,2,"",30,1,Less Impact,18,9,6,MiddleOrder,8,No,4,EndOvers,8,No,1,Male,Franchaise,1,Low,Low,Low,0,Low,Medium,7.5,Medium,Low,4,Low,Low,133.3333333,Medium,Low,Medium
840,5,5,"",41,34,2,Wide,1,"",14,2,Medium Impact,13,4,40,Tailend,58,No,8,MiddleOvers,7,No,2,Male,Franchaise,2,Medium,Medium,Middle,120.5882353,Medium,Medium,4.666666667,Low,Low,3,Medium,Medium,145,Medium,Medium,Medium
841,7,6,"",13,9,2,Wide,2,"",9,4,High Impact,2,1,11,Frontline,16,Yes,7,PowerPlay,9,No,0,Male,Franchaise,4,Medium,Low,Low,144.4444444,Medium,Low,9,Medium,No Wickets,1,Low,Low,145.4545455,Medium,Medium,Medium
842,9,6,"",24,15,4,Wide,2,"",10,1,Less Impact,4,1,23,Frontline,37,Yes,7,PowerPlay,10,No,0,Male,Franchaise,1,Medium,Medium,Middle,160,Medium,Low,10,Medium,No Wickets,1,Low,Low,160.8695652,Medium,Medium,Medium
843,11,2,"",25,13,3,Wide,2,"",21,1,Less Impact,6,1,35,Frontline,57,Yes,9,PowerPlay,10,No,0,Male,Franchaise,1,Medium,Medium,Middle,192.3076923,High,Medium,10.5,High,No Wickets,2,Medium,Medium,162.8571429,Medium,Medium,Medium
844,11,4,"",2,1,0,Wide,2,"",15,0,No Impact,10,2,1,Frontline,2,No,8,MiddleOvers,10,Yes,1,Male,Franchaise,0,Low,Low,Low,200,High,Medium,7.5,Medium,Low,2,Low,Low,200,High,Medium,Medium
845,6,5,"",8,14,1,Wide,2,"",28,4,High Impact,15,4,4,Tailend,6,No,8,EndOvers,6,Yes,1,Male,Franchaise,4,Low,Medium,Low,57.14285714,Low,Medium,7,Medium,Low,4,Low,Low,150,Medium,Medium,Low
846,9,4,"",13,7,2,Wide,2,"",21,0,No Impact,17,5,4,Tailend,8,No,6,EndOvers,8,Yes,1,Male,Franchaise,0,Medium,Low,Low,185.7142857,High,Medium,10.5,High,Low,2,Low,Low,200,High,Low,Medium
847,5,4,"",23,16,3,No,2,"",31,6,High Impact,19,6,7,Tailend,15,No,9,EndOvers,13,No,0,Male,Franchaise,6,Medium,Medium,Middle,143.75,Medium,High,7.75,Medium,No Wickets,4,Low,Low,214.2857143,High,Medium,High
848,10,1,"",24,15,4,Wide,1,"",15,1,Less Impact,5,1,29,Frontline,50,Yes,17,PowerPlay,15,No,0,Male,Franchaise,1,Medium,Medium,Middle,160,Medium,Medium,15,High,No Wickets,1,Low,Medium,172.4137931,Medium,High,High
849,7,1,"",36,22,6,Wide,1,"",20,1,Less Impact,8,1,47,Frontline,75,No,10,MiddleOvers,4,No,0,Male,Franchaise,1,High,Medium,Middle,163.6363636,Medium,Medium,10,Medium,No Wickets,2,Medium,Medium,159.5744681,Medium,Medium,Low
850,6,2,"",54,37,8,Wide,1,"",36,W,Negative,15,2,27,Frontline,54,No,13,EndOvers,10,No,1,Male,Franchaise,-1,High,Medium,High,145.9459459,Medium,High,9,Medium,Low,4,Low,Medium,200,High,High,Medium
851,10,2,"",12,10,1,Wide,2,"",15,1,Less Impact,10,3,19,Frontline,25,No,8,MiddleOvers,11,No,0,Male,Franchaise,1,Low,Low,Low,120,Medium,Medium,7.5,Medium,No Wickets,2,Low,Low,131.5789474,Medium,Medium,High
852,21,1,"",64,33,9,No,2,"",19,1,Less Impact,17,6,2,Tailend,7,No,7,EndOvers,19,Yes,1,Male,Franchaise,1,High,Medium,High,193.9393939,High,Medium,6.333333333,Medium,Low,3,Low,Low,350,High,Medium,High
853,5,1,"",77,37,11,Wide,2,"",52,0,No Impact,18,6,18,Tailend,29,No,20,EndOvers,21,No,0,Male,Franchaise,0,High,Medium,High,208.1081081,High,High,13,High,No Wickets,4,Low,Low,161.1111111,Medium,High,High
854,,4,"",94,47,14,No,2,"",36,W,Negative,20,8,8,MiddleOrder,25,No,5,EndOvers,17,No,1,Male,Franchaise,-1,High,High,High,200,High,High,12,High,Low,3,Low,Low,312.5,High,Low,High
855,5,1,"",0,3,0,Wide,1,"",2,0,No Impact,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
856,7,4,"",49,23,8,Wide,1,"",23,1,Less Impact,11,3,37,Frontline,65,No,5,MiddleOvers,12,No,0,Male,Franchaise,1,High,Medium,Middle,213.0434783,High,Medium,11.5,High,No Wickets,2,Medium,Medium,175.6756757,High,Low,High
857,4,5,"",0,0,0,Wide,1,"",33,4,High Impact,19,5,0,Tailend,0,No,7,EndOvers,11,Yes,1,Male,Franchaise,4,Low,Low,Low,NaN,Low,High,8.25,Medium,Low,4,Low,Low,NaN,Low,Medium,High
858,,3,"",5,3,1,Wide,1,"",17,W,Negative,20,5,9,Tailend,8,No,15,EndOvers,4,No,0,Male,Franchaise,-1,Low,Low,Low,166.6666667,Medium,Medium,4.25,Low,No Wickets,4,Low,Low,88.88888889,Low,High,Low
859,7,3,"",1,1,0,Wide,2,"",11,1,Less Impact,2,1,11,Frontline,19,Yes,8,PowerPlay,11,No,0,Male,Franchaise,1,Low,Low,Low,100,Low,Medium,11,High,No Wickets,1,Low,Low,172.7272727,Medium,Medium,High
860,5,5,"",46,28,8,No,2,"",18,0,No Impact,9,1,53,Frontline,90,No,7,MiddleOvers,11,No,0,Male,Franchaise,0,High,Medium,Middle,164.2857143,Medium,Medium,9,Medium,No Wickets,2,High,High,169.8113208,Medium,Medium,High
861,4,1,"",81,51,14,Wide,2,"",39,1,Less Impact,15,1,89,Frontline,149,No,15,EndOvers,17,No,0,Male,Franchaise,1,High,High,High,158.8235294,Medium,High,13,High,No Wickets,3,High,High,167.4157303,Medium,High,High
862,3,1,"",1,2,0,Wide,2,"",30,1,Less Impact,19,3,3,Frontline,3,No,8,EndOvers,8,Yes,1,Male,Franchaise,1,Low,Low,Low,50,Low,Medium,7.5,Medium,Low,4,Low,Low,100,Low,Medium,Medium
863,12,1,"",3,0,0,No,1,"",12,4,High Impact,2,2,9,Frontline,12,Yes,2,PowerPlay,12,No,0,Male,Franchaise,4,Low,Low,Low,Infinity,High,Medium,12,High,No Wickets,1,Low,Low,133.3333333,Medium,Low,High
864,3,1,"",4,5,1,Wide,1,"",16,1,Less Impact,5,3,7,Frontline,6,Yes,12,PowerPlay,2,No,1,Male,Franchaise,1,Low,Low,Low,80,Low,Medium,5.333333333,Low,Low,3,Low,Low,85.71428571,Low,High,Low
865,6,5,"",1,1,0,Wide,1,"",17,0,No Impact,7,5,2,Tailend,3,No,3,MiddleOvers,5,Yes,2,Male,Franchaise,0,Low,Low,Low,100,Low,Medium,8.5,Medium,Low,2,Low,Low,150,Medium,Low,Low
866,16,3,"",45,30,5,Wide,1,"",36,4,High Impact,19,6,31,Tailend,51,No,8,EndOvers,24,No,0,Male,Franchaise,4,Medium,Medium,Middle,150,Medium,High,9,Medium,No Wickets,4,Medium,Medium,164.516129,Medium,Medium,High
867,11,4,"",8,3,2,Wide,2,"",10,1,Less Impact,3,2,7,Frontline,14,Yes,4,PowerPlay,10,No,0,Male,Franchaise,1,Medium,Low,Low,266.6666667,High,Low,10,Medium,No Wickets,1,Low,Low,200,High,Low,Medium
868,13,4,"",35,28,5,Wide,2,"",28,4,High Impact,12,4,6,Tailend,9,No,5,MiddleOvers,8,No,1,Male,Franchaise,4,Medium,Medium,Middle,125,Medium,Medium,9.333333333,Medium,Low,3,Low,Low,150,Medium,Low,Medium
869,8,3,"",28,14,4,Wide,2,"",33,1,Less Impact,15,5,2,Tailend,3,No,18,EndOvers,6,Yes,1,Male,Franchaise,1,Medium,Medium,Middle,200,High,High,8.25,Medium,Low,4,Low,Low,150,Medium,High,Low
870,6,1,"",32,19,4,Wide,2,"",40,0,No Impact,16,5,8,Tailend,11,No,7,EndOvers,8,No,1,Male,Franchaise,0,Medium,Medium,Middle,168.4210526,Medium,High,10,Medium,Low,4,Low,Low,137.5,Medium,Medium,Medium
871,11,3,"",13,7,2,Wide,1,"",12,4,High Impact,3,1,17,Frontline,26,Yes,13,PowerPlay,7,No,0,Male,Franchaise,4,Medium,Low,Low,185.7142857,High,Medium,6,Low,No Wickets,2,Low,Low,152.9411765,Medium,High,Medium
872,19,6,"",64,38,10,Wide,1,"",19,1,Less Impact,15,2,2,Frontline,7,No,13,EndOvers,7,Yes,1,Male,Franchaise,1,High,Medium,High,168.4210526,Medium,Medium,6.333333333,Medium,Low,3,Low,Low,350,High,High,Medium
873,11,4,"",40,27,6,Wide,2,"",22,1,Less Impact,9,4,24,Tailend,34,No,4,MiddleOvers,13,No,0,Male,Franchaise,1,High,Medium,Middle,148.1481481,Medium,Medium,11,High,No Wickets,2,Low,Low,141.6666667,Medium,Low,High
874,23,2,"",54,38,7,Wide,2,"",8,1,Less Impact,12,5,6,Tailend,9,No,4,MiddleOvers,8,No,0,Male,Franchaise,1,High,Medium,High,142.1052632,Medium,Low,8,Medium,No Wickets,1,Low,Low,150,Medium,Low,Medium
875,6,2,"",78,50,11,Wide,2,"",18,0,No Impact,16,6,14,Tailend,18,No,6,EndOvers,11,No,1,Male,Franchaise,0,High,High,High,156,Medium,Medium,6,Low,Low,3,Low,Low,128.5714286,Medium,Low,High
876,12,3,"",13,11,1,No,1,"",12,6,High Impact,4,2,8,Frontline,7,Yes,8,PowerPlay,6,No,0,Male,Franchaise,6,Low,Medium,Low,118.1818182,Medium,Medium,6,Low,No Wickets,2,Low,Low,87.5,Low,Medium,Low
877,4,4,"",26,22,2,No,1,"",11,0,No Impact,9,4,12,Tailend,14,No,3,MiddleOvers,11,No,0,Male,Franchaise,0,Medium,Medium,Middle,118.1818182,Medium,Medium,11,High,No Wickets,1,Low,Low,116.6666667,Medium,Low,High
878,16,2,"",25,20,3,Wide,1,"",28,W,Negative,18,6,46,Tailend,74,No,11,EndOvers,14,No,1,Male,Franchaise,-1,Medium,Medium,Middle,125,Medium,Medium,7,Medium,Low,4,Medium,Medium,160.8695652,Medium,High,High
879,13,4,"",0,0,0,Wide,1,"",27,1,Less Impact,19,9,0,MiddleOrder,0,No,14,EndOvers,15,Yes,2,Male,Franchaise,1,Low,Low,Low,NaN,Low,Medium,9,Medium,Low,3,Low,Low,NaN,Low,High,High
880,14,6,"",21,12,4,Wide,2,"",8,1,Less Impact,4,1,23,Frontline,44,Yes,6,PowerPlay,8,No,0,Male,Franchaise,1,Medium,Medium,Middle,175,Medium,Low,8,Medium,No Wickets,1,Low,Medium,191.3043478,High,Low,Medium
881,9,3,"",6,7,0,Wide,2,"",25,1,Less Impact,12,4,11,Tailend,11,No,6,MiddleOvers,5,No,1,Male,Franchaise,1,Low,Low,Low,85.71428571,Low,Medium,6.25,Medium,Low,4,Low,Low,100,Low,Low,Low
882,20,6,"",1,1,0,Wide,2,"",11,W,Negative,18,7,1,MiddleOrder,1,No,5,EndOvers,9,Yes,2,Male,Franchaise,-1,Low,Low,Low,100,Low,Medium,5.5,Low,Low,2,Low,Low,100,Low,Low,Medium
883,10,1,"",26,15,5,Wide,1,"",9,2,Medium Impact,7,1,41,Frontline,62,No,10,MiddleOvers,9,No,0,Male,Franchaise,2,Medium,Medium,Middle,173.3333333,Medium,Low,9,Medium,No Wickets,1,Medium,Medium,151.2195122,Medium,Medium,Medium
884,10,4,"",34,23,5,Wide,1,"",23,1,Less Impact,10,1,59,Frontline,92,No,5,MiddleOvers,13,No,0,Male,Franchaise,1,Medium,Medium,Middle,147.826087,Medium,Medium,11.5,High,No Wickets,2,High,High,155.9322034,Medium,Low,High
885,14,6,"",67,44,11,Wide,1,"",35,1,Less Impact,13,1,77,Frontline,129,No,8,MiddleOvers,18,No,0,Male,Franchaise,1,High,High,High,152.2727273,Medium,High,11.66666667,High,No Wickets,3,High,High,167.5324675,Medium,Medium,High
886,16,4,"",0,0,0,No,1,"",37,W,Negative,19,4,0,Tailend,0,No,6,EndOvers,6,Yes,3,Male,Franchaise,-1,Low,Low,Low,NaN,Low,High,9.25,Medium,,4,Low,Low,NaN,Low,Low,Low
887,13,3,"",26,9,5,No,2,"",14,4,High Impact,6,2,18,Frontline,36,Yes,9,PowerPlay,14,No,0,Male,Franchaise,4,Medium,Low,Middle,288.8888889,High,Medium,14,High,No Wickets,1,Low,Low,200,High,Medium,High
888,16,6,No,51,34,8,No,2,Yes,25,4,High Impact,12,2,26,Frontline,98,No,7,MiddleOvers,7,No,0,Male,Franchaise,4,High,Medium,High,150,Medium,Medium,12.5,High,No Wickets,2,Low,High,376.9230769,High,Medium,Medium
889,4,3,"",0,0,0,Wide,1,"",6,0,No Impact,1,1,5,Frontline,6,Yes,,PowerPlay,6,No,0,Male,Franchaise,0,Low,Low,Low,NaN,Low,Low,6,Low,No Wickets,1,Low,Low,120,Medium,,Low
890,11,1,"",47,30,7,Wide,1,"",30,1,Less Impact,10,4,4,Tailend,7,No,3,MiddleOvers,10,Yes,2,Male,Franchaise,1,High,Medium,Middle,156.6666667,Medium,Medium,10,Medium,Low,3,Low,Low,175,Medium,Low,Medium
891,8,4,"",9,7,2,Wide,1,"",10,1,Less Impact,11,4,10,Tailend,18,No,11,MiddleOvers,10,No,0,Male,Franchaise,1,Medium,Low,Low,128.5714286,Medium,Low,10,Medium,No Wickets,1,Low,Low,180,High,High,Medium
892,6,1,"",72,46,10,Wide,1,"",38,1,Less Impact,16,6,9,Tailend,15,No,4,EndOvers,12,No,0,Male,Franchaise,1,High,High,High,156.5217391,Medium,High,12.66666667,High,No Wickets,3,Low,Low,166.6666667,Medium,Low,High
893,13,1,"",0,0,0,Wide,2,"",2,0,No Impact,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,NaN,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
894,13,3,"",27,15,4,Wide,2,"",16,1,Less Impact,8,2,29,Frontline,55,No,8,MiddleOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,180,High,Medium,8,Medium,No Wickets,2,Low,Medium,189.6551724,High,Medium,High
895,9,1,"",4,2,1,Wide,2,"",18,1,Less Impact,16,4,2,Tailend,4,No,14,EndOvers,6,Yes,1,Male,Franchaise,1,Low,Low,Low,200,High,Medium,6,Low,Low,3,Low,Low,200,High,High,Low
896,15,3,"",77,44,9,Wide,2,"",39,1,Less Impact,17,4,8,Tailend,13,No,9,EndOvers,8,No,1,Male,Franchaise,1,High,High,High,175,Medium,High,9.75,Medium,Low,4,Low,Low,162.5,Medium,Medium,Medium
897,11,6,"",85,47,10,Wide,2,"",26,6,High Impact,18,5,1,Tailend,2,No,9,EndOvers,9,Yes,2,Male,Franchaise,6,High,High,High,180.8510638,High,Medium,6.5,Medium,Low,4,Low,Low,200,High,Medium,Medium
898,8,2,"",4,4,0,Wide,2,"",29,0,No Impact,19,5,7,Tailend,19,No,15,EndOvers,11,No,1,Male,Franchaise,0,Low,Low,Low,100,Low,Medium,7.25,Medium,Low,4,Low,Low,271.4285714,High,High,High
899,5,3,"",14,10,2,No,1,"",18,0,No Impact,1,1,5,Frontline,18,Yes,,PowerPlay,18,No,0,Male,Franchaise,0,Medium,Low,Low,140,Medium,Medium,18,High,No Wickets,1,Low,Low,360,High,,High
900,,4,"",22,15,2,No,1,"",28,W,Negative,20,7,6,MiddleOrder,17,No,9,EndOvers,15,No,1,Male,Franchaise,-1,Medium,Medium,Middle,146.6666667,Medium,Medium,7,Medium,Low,4,Low,Low,283.3333333,High,Medium,High
901,8,5,"",0,0,0,Wide,2,"",26,0,No Impact,18,9,1,MiddleOrder,2,No,19,EndOvers,4,Yes,1,Male,Franchaise,0,Low,Low,Low,NaN,Low,Medium,8.666666667,Medium,Low,3,Low,Low,200,High,High,Low
902,10,3,"",7,9,0,Wide,1,"",29,1,Less Impact,15,5,23,Tailend,25,No,5,EndOvers,4,No,0,Male,Franchaise,1,Low,Low,Low,77.77777778,Low,Medium,7.25,Medium,No Wickets,4,Low,Low,108.6956522,Medium,Low,Low
903,11,5,"",28,12,5,Wide,2,"",17,0,No Impact,6,3,15,Frontline,31,Yes,8,PowerPlay,18,No,0,Male,Franchaise,0,Medium,Medium,Middle,233.3333333,High,Medium,17,High,No Wickets,1,Low,Low,206.6666667,High,Medium,High
904,3,2,"",7,7,1,Wide,2,"",11,0,No Impact,7,3,21,Frontline,42,No,18,MiddleOvers,11,No,0,Male,Franchaise,0,Low,Low,Low,100,Low,Medium,11,High,No Wickets,1,Low,Medium,200,High,High,High
905,4,2,"",9,4,1,Wide,2,"",24,0,No Impact,11,6,6,Tailend,12,No,1,MiddleOvers,11,No,1,Male,Franchaise,0,Low,Low,Low,225,High,Medium,8,Medium,Low,3,Low,Low,200,High,Low,High
906,9,2,"",18,15,3,Wide,1,"",12,0,No Impact,6,1,29,Frontline,50,Yes,11,PowerPlay,12,No,0,Male,Franchaise,0,Medium,Medium,Low,120,Medium,Medium,12,High,No Wickets,1,Low,Medium,172.4137931,Medium,High,High
907,,5,"",22,12,3,Wide,1,"",50,6,High Impact,20,4,5,Tailend,13,No,9,EndOvers,13,No,0,Male,Franchaise,6,Medium,Medium,Middle,183.3333333,High,High,12.5,High,No Wickets,4,Low,Low,260,High,Medium,High
908,8,4,"",0,0,0,Wide,2,"",8,4,High Impact,2,3,0,Frontline,0,Yes,9,PowerPlay,8,Yes,0,Male,Franchaise,4,Low,Low,Low,NaN,Low,Low,8,Medium,No Wickets,1,Low,Low,NaN,Low,Medium,Medium
909,4,6,"",7,6,1,Wide,1,"",12,W,Negative,3,1,17,Frontline,20,Yes,8,PowerPlay,4,No,0,Female,International,-1,Low,Low,Low,116.6666667,Medium,Medium,6,Low,No Wickets,2,Low,Low,117.6470588,Medium,Medium,Low
910,5,4,"",41,33,5,Wide,1,"",9,0,No Impact,10,4,12,Tailend,16,No,7,MiddleOvers,9,No,0,Female,International,0,Medium,Medium,Middle,124.2424242,Medium,Low,9,Medium,No Wickets,1,Low,Low,133.3333333,Medium,Medium,Medium
911,8,5,"",0,0,0,Wide,1,"",8,1,Less Impact,15,4,0,Tailend,0,No,6,EndOvers,8,Yes,1,Female,International,1,Low,Low,Low,NaN,Low,Low,8,Medium,Low,1,Low,Low,NaN,Low,Low,Medium
912,8,3,"",2,4,0,Wide,1,"",3,1,Less Impact,2,1,11,Frontline,13,Yes,10,PowerPlay,4,No,0,Female,International,1,Low,Low,Low,50,Low,Low,3,Low,No Wickets,1,Low,Low,118.1818182,Medium,Medium,Low
913,10,2,"",4,7,1,Wide,1,"",13,4,High Impact,8,2,7,Frontline,6,No,4,MiddleOvers,5,No,0,Female,International,4,Low,Low,Low,57.14285714,Low,Medium,6.5,Medium,No Wickets,2,Low,Low,85.71428571,Low,Low,Low
914,9,2,"",33,26,3,Wide,1,"",13,4,High Impact,10,2,19,Frontline,26,No,10,MiddleOvers,6,No,0,Female,International,4,Medium,Medium,Middle,126.9230769,Medium,Medium,6.5,Medium,No Wickets,2,Low,Low,136.8421053,Medium,Medium,Low
915,,1,"",21,11,3,Wide,1,"",38,1W,Negative,20,9,4,MiddleOrder,4,No,16,EndOvers,5,Yes,2,Female,International,,Medium,Medium,Middle,190.9090909,High,High,9.5,Medium,Low,4,Low,Low,100,Low,High,Low
916,9,6,"",23,12,4,Wide,2,"",12,6,High Impact,5,1,29,Frontline,43,Yes,17,PowerPlay,10,No,0,Female,International,6,Medium,Medium,Middle,191.6666667,High,Medium,6,Low,No Wickets,2,Low,Medium,148.2758621,Medium,High,Medium
917,16,5,"",4,1,1,Wide,2,"",43,2,Medium Impact,19,8,1,MiddleOrder,5,No,19,EndOvers,9,Yes,1,Female,International,2,Low,Low,Low,400,High,High,10.75,High,Low,4,Low,Low,500,High,High,Medium
918,4,1,"",13,6,3,Wide,1,"",6,0,No Impact,2,1,11,Frontline,16,Yes,10,PowerPlay,6,No,0,Female,International,0,Medium,Low,Low,216.6666667,High,Low,6,Low,No Wickets,1,Low,Low,145.4545455,Medium,Medium,Low
919,7,2,"",3,3,0,Wide,1,"",16,0,No Impact,8,3,7,Frontline,18,No,3,MiddleOvers,16,No,0,Female,International,0,Low,Low,Low,100,Low,Medium,16,High,No Wickets,1,Low,Low,257.1428571,High,Low,High
920,9,6,"",1,2,0,Wide,2,"",4,4,High Impact,1,1,5,Frontline,4,No,,PowerPlay,4,No,0,Female,International,4,Low,Low,Low,50,Low,Low,4,Low,No Wickets,1,Low,Low,80,Low,,Low
921,5,5,"",8,7,1,Wide,2,"",4,4,High Impact,7,3,16,Frontline,22,No,14,MiddleOvers,4,No,0,Female,International,4,Low,Low,Low,114.2857143,Medium,Low,4,Low,No Wickets,1,Low,Low,137.5,Medium,High,Low
922,4,6,"",4,1,1,Wide,1,"",9,0,No Impact,5,3,1,Frontline,5,Yes,9,PowerPlay,9,Yes,1,Female,International,0,Low,Low,Low,400,High,Low,9,Medium,Low,1,Low,Low,500,High,Medium,Medium
923,5,4,"",1,1,0,Wide,1,"",16,0,No Impact,14,8,3,MiddleOrder,3,No,7,MiddleOvers,4,Yes,1,Female,International,0,Low,Low,Low,100,Low,Medium,4,Low,Low,4,Low,Low,100,Low,Medium,Low
